course_type,institute_tier,tier,region,is_metro,cgpa,graduation_year_offset,backlogs_count,paper_publications,semester_consistency,internship_count,internship_total_months,internship_top_tier,internship_relevance_score,certifications_count,relevant_certs_count,github_projects,github_stars_total,coding_problem_count,hackathon_wins,languages_known,leadership_roles_count,soft_skills_score,communication_score,extracurriculars_count,portal_activity_30d,portal_activity_90d,interview_invites_count,interview_pass_rate,resume_updates_30d,mock_interviews_taken,avg_response_time_hours,last_login_days_ago,institute_placement_rate_3m,institute_placement_rate_6m,institute_placement_rate_12m,institute_recruiter_diversity,institute_avg_salary_lpa,placement_cell_active_score,recruiter_visits_year,sector_hiring_index,local_job_density,macro_unemployment_rate,course_demand_index,skill_gap_score,salary_expectation_lpa,has_target_company_referral,competitive_exam_attempted,nirf_rank,nirf_score,nirf_median_salary_lpa,t_placed_months,placed_3m,placed_6m,placed_12m,final_salary_lpa
BTech-Mech,1,1,Metro,1,8.05822218895488,1,0,2,0.7718495641503081,0,0.0,1,0.22608842820806507,3,2,2,8.33934633276451,47,0,3,1,0.5702222580573209,0.653292383921889,1,56,163,5,0.7253221004466933,3,2,1.279754319848357,0.24968336166368083,0.48906265462951687,0.6870157513886874,0.7741524732138748,0.5592463310510456,18.054648534816376,0.5577683567305436,68,0.8516276669152659,43.63566236948455,7.756388142913257,0.8516276669152659,0.2957146309785711,5.289421579637208,0,1,27.873751457642367,87.53172257586571,21.985134972783754,1.870670610068297,1,1,1,9.167791840919755
BTech-CS,1,1,Metro,1,7.0472462013109,0,0,0,0.5974611619748547,3,6.657031383435939,0,0.8741303177026317,1,1,10,13.194232022836331,376,1,3,2,0.2410327835814155,0.8038340728821697,2,22,74,2,0.9059501985002557,3,2,3.7060239701534776,8.513804056335823,0.6010123985186808,0.7743408011028465,0.9067518380806004,0.9007647431500104,7.265226230668922,0.7664044846685975,74,1.2788783705071247,95.13632522453402,7.177397220740176,1.2788783705071247,0.30942252445056173,8.967295117182541,0,0,27.17888441167616,71.41689254811297,26.770427135844038,1.1170467181675028,1,1,1,13.821167609526983
MBA-Finance,3,3,Tier2,0,8.126118609377485,1,0,0,0.673357889848759,0,0.0,0,0.3865969428476055,1,1,2,51.73192104715087,40,0,1,0,0.603931926849417,0.3337489122599972,1,54,115,4,0.22287827649578046,5,3,1.0874624817978318,4.486313488553426,0.2574727436407971,0.4749724222948913,0.6083604458257674,0.584587063479786,6.896501017105189,0.5420892263027784,3,1.0605288514779732,32.795065902339374,9.762251563563476,1.0605288514779732,0.19232801746036687,15.50265326475395,0,0,334.64970081979993,44.38688134722408,6.218354413470733,6.649490141930843,0,0,1,6.732058582513287
MBA-Finance,1,1,Metro,1,8.996404374899019,0,2,0,0.58848720799176,2,3.9050586587749887,0,0.33054611581316085,0,0,3,15.059111892681948,47,0,2,2,0.8847677201886551,0.5768164864295617,2,44,145,3,0.8163894731057485,1,1,7.880152568901092,0.15833076307867605,0.49495715090256565,0.7276183781085749,0.8445598608551973,0.7208386265898651,14.605254123800052,0.5744452680827282,65,1.2157952728503545,88.02243590578314,7.882999628244706,1.2157952728503545,0.3804057859228649,14.211689445701438,0,0,2.7635306190744386,80.25116231532323,27.956652695949728,0.702642257816655,1,1,1,21.54263705682388
BTech-ECE,2,2,Tier3,0,8.297734358956124,-1,0,0,0.7743442978412644,3,9.254262705427713,1,0.7621395330127275,9,8,7,44.1231520024775,42,1,4,0,0.31072043737824157,0.3743923765325034,4,54,168,3,0.6924171865409303,3,3,3.5091669426602836,12.693019268807072,0.3628916051405923,0.5987920747434684,0.7529069287723182,0.7006453737354594,5.692586563164409,0.3659196899474965,20,0.9979299424892026,16.726152571228624,6.666624165593458,0.9979299424892026,0.35969420685833264,8.472916407014424,0,0,83.86248202258676,51.70787619590273,14.876780956962701,1.611840393554431,1,1,1,6.920094079582059
MBA-HR,2,2,Tier2,0,5.892611459743063,-2,0,0,0.8517048305935212,2,8.124778698566196,0,0.3679187926253572,2,1,1,0.5493008547043741,56,0,5,1,0.5491234987752085,0.7033678008054567,4,19,53,3,0.5158359765674368,4,1,13.372655966017021,11.48871385203298,0.3825265331321062,0.6314110968838882,0.7125877017964746,0.6161413732575256,4.063514973391794,0.3348474854321941,27,0.9014674835442142,48.01460599680745,6.5947780824060995,0.9014674835442142,0.343209453615178,7.182221837975908,0,1,77.31489010003924,58.086856411464694,14.276861300441606,5.730503556548708,0,1,1,7.837823250339418
MBA-HR,3,3,Tier2,0,6.916397627508585,1,0,0,0.5956657313546199,1,4.111200793470834,0,0.8122062777482549,1,1,1,6.06212128176006,73,0,1,1,0.6761077503525391,0.8182150279285072,4,26,84,5,0.19636317201673867,2,2,9.501163048542224,0.33321653474362106,0.018859514581896192,0.23182341769644166,0.3414460788356929,0.22453130175747224,3.2826555330953777,0.27955678344858736,5,0.8614115467134472,55.65562357069878,6.565587534855669,0.8614115467134472,0.42768766159662613,7.3021246823773485,0,0,295.93100718883267,21.985529264549342,6.747892192209518,6.347111916657113,0,0,1,5.117404136259662
BSc-Nursing,3,3,Tier2,0,5.75557081685374,0,4,0,0.6170296588835635,0,0.0,0,0.34420715144063674,4,3,2,59.62071670246472,47,0,3,1,0.8047205539904752,0.731928044436841,3,23,70,3,0.007697508248256955,1,4,12.493987646797141,3.0436547079087197,0.11108635064516409,0.29407105455680815,0.4234759131049317,0.3018970242141715,4.813667643242875,0.2613502288184215,7,1.3876625544216277,32.063164283229746,7.3477464153471415,1.3876625544216277,0.14683348759709458,4.709891753751858,0,1,367.8927349078573,28.01784238300948,6.097137466697188,14.0,0,0,0,
MBA-Operations,1,1,Metro,1,8.694466478406133,-2,0,0,0.9194963047221123,5,9.616173743612856,0,0.9023774805160116,2,1,2,7.0110961949304205,55,0,2,1,0.6135068793582301,0.6242123318895831,4,55,190,13,0.5706670006049829,5,3,21.78125027501989,5.527552604896113,0.5766849145063487,0.7568423600252516,0.8376029627301788,0.5810041488829187,8.207059717202839,0.7216229319724292,59,1.0605077428020708,52.55531220348716,7.613718783545965,1.0605077428020708,0.34834335732566346,8.184075447063517,0,0,7.055262024200508,62.31213720610206,30.970296631025874,2.369269182469435,1,1,1,13.595386054305612
MBA-Operations,3,3,Tier3,0,6.889522965577506,-2,0,0,0.8652677670405895,0,0.0,0,0.5949075860216955,2,1,1,3.6358657401697947,55,1,4,0,0.7200440797170817,0.8916623579146261,0,18,56,0,0.1448737813239485,2,0,11.335737072503607,2.074650785216699,0.06294085021004424,0.21557690408583707,0.41476186349809857,0.1531984018489077,4.469914980400978,0.58268108475284,6,1.0149696905229004,4.108518694827973,7.847445882219267,1.0149696905229004,0.24064556237197507,7.983134855289587,0,0,216.91433170205426,41.02194505354361,3.5159983988934473,5.847832400865511,0,1,1,5.187504085353301
BTech-Mech,2,2,Tier3,0,7.666947292324674,1,0,0,0.47376298537944306,4,16.927054109053167,0,0.3755741973312328,9,3,1,0.11011444134659565,46,0,2,1,0.7885052119984157,0.36644982011831256,2,57,120,4,0.8488450287420249,1,3,3.503737231707235,4.6507793948388585,0.2687842409051764,0.4580868816766593,0.6353379513560538,0.5970859859885448,9.341898032747862,0.3529473414699889,29,1.0376168269937964,10.275168484404444,7.9484285143676665,1.0376168269937964,0.2699334039499927,5.192198081841232,0,1,36.62070605502065,56.3549634342533,11.876969475952194,3.4581519522880413,0,1,1,5.875306923240463
MCA,2,2,Tier2,0,6.555050396671759,2,0,0,0.8540464716828855,1,2.0440186155929316,0,0.8078697284088555,2,1,6,119.71055489664792,167,0,3,0,0.5323350532067851,0.4376169517212329,3,18,48,3,0.37598699613825165,2,1,5.056780234307301,4.258780752322181,0.39306389146926834,0.5833946989447073,0.7124654009210104,0.46301931396821977,9.430250029874605,0.4497272828712053,27,1.0256948345755805,28.004395993359516,7.030211512511129,1.0256948345755805,0.5160331717012613,7.759845727372083,0,1,84.28473403895467,61.52132632349971,12.390416352905863,10.362822460403162,0,0,1,9.030698011332289
MBA-Marketing,2,2,Tier2,0,6.264139989125007,-1,2,0,0.8161144883659793,0,0.0,0,0.3274970209955258,4,2,2,0.05228382806792544,49,0,4,1,0.4833074663180498,0.8550566565181406,1,25,58,3,0.4866089065216526,2,1,15.128608613409714,2.3401540454952494,0.24606352632787273,0.3722483417183781,0.5615967950187839,0.5007452445601249,7.738130912353587,0.3288557481459223,22,1.0594299417528699,41.780468946186865,7.074605100993466,1.0594299417528699,0.1709309798693491,9.510965939784148,0,1,45.33666108155907,52.235720480467016,11.938973339153048,8.023054508241993,0,0,1,9.335517935922146
MBA-Finance,3,3,Tier2,0,6.023344831950619,2,1,0,0.7742114895550797,0,0.0,0,0.20728917484873705,1,1,4,29.62445514078626,59,1,2,0,0.7302493934496943,0.33518049354915774,0,21,71,5,0.0024667756323832803,4,4,6.031682221574526,2.0813939572774496,0.14881753101117529,0.2660081236922545,0.46125594273311865,0.766292497496848,3.0,0.4742083825038923,10,1.1408130293113106,66.75242566577604,7.1102268438178164,1.1408130293113106,0.4481480093535912,15.47317872708021,1,0,362.44501466688405,32.90333778148914,3.3954896755449866,26.264983941046115,0,0,0,
MBA-Operations,2,2,Tier3,0,7.477020381007989,0,0,0,0.7137959065236515,1,4.467645052036688,1,0.3812113394121152,1,1,0,0.0,52,0,2,0,0.5029623253159565,0.8322430156107772,2,24,65,0,0.0249796682067742,1,1,2.1364808099656827,0.8438377725466444,0.1922368362123415,0.35889611988335,0.4895425083221722,0.3587960838134062,5.966316991896079,0.2170452767407631,32,1.0034633464994762,13.425098530050915,8.134347715488872,1.0034633464994762,0.42312262761736014,8.044701578386052,0,0,78.29030699072437,48.131069069653726,14.037250045754917,4.024257076172181,0,1,1,7.621855937279992
BTech-Civil,2,2,Tier2,0,6.9819936192957295,0,0,0,0.6646659480106873,1,3.0054965540144547,0,0.3989226346990597,3,2,1,15.218878271658802,49,0,1,4,0.6991600177089324,0.6771313348115768,4,11,22,0,0.4580337042917376,2,2,4.477116660380885,4.916485439585282,0.30602310655812015,0.5549516276140686,0.7408369575135405,0.3268836269137086,6.6532317389569755,0.6957136205763831,24,0.7183872004227363,39.152527812384534,6.885445653914315,0.7183872004227363,0.5054479228900188,6.070994990241945,0,0,57.70663693105873,55.37505062238326,9.737665506712487,7.295363943596639,0,0,1,4.6169340311653695
MBA-Marketing,2,2,Tier2,0,7.4278440256589295,2,0,0,0.6583851819897406,1,4.10105248272771,0,0.6532858093196989,1,1,1,3.3500687984776905,47,0,5,0,0.5390594619867027,0.7169808280454755,4,15,30,0,0.4960325089045814,1,2,1.906510044995196,3.124438345736304,0.32097749504411943,0.43105386965777864,0.5766957818697952,0.4052697774588174,7.814565338949171,0.5667692105549169,23,0.9483575466262965,32.13145656220085,8.159773905906027,0.9483575466262965,0.41997368071050156,8.657069104736456,0,0,73.907300535271,61.24368556212379,12.726402185616472,5.693897740078675,0,1,1,9.042993750114288
BSc-Nursing,2,2,Tier2,0,6.27842583480196,1,1,0,0.6793406846894138,3,5.682957699670797,0,0.7205988133528859,2,1,3,19.139638954081796,41,1,4,2,0.30831488976194893,0.5813577391536013,2,17,38,6,0.34941331347797067,5,1,0.03400536540245904,0.08538243393257855,0.32529456915019545,0.5007037975662749,0.6189525307244241,0.3122237729597993,6.6596694072807265,0.8590283244020723,16,1.2994099581787504,52.37447380973909,7.643521454144031,1.2994099581787504,0.41951352824729315,3.637358702583142,0,0,75.46189297537947,49.657715340897624,10.313662783298929,1.606684824627605,1,1,1,3.489161838817574
BCom,3,3,Tier2,0,6.594117574789471,0,0,0,0.744462031653612,2,8.640032132657206,0,0.4359923904036644,0,0,2,50.57453757193626,48,1,1,0,0.7038989501634855,0.8166812918384673,2,22,51,1,0.608097830777506,0,3,38.27451654721892,1.7265353696091852,0.1583469816027962,0.2734763104945175,0.38764888196209757,0.5341723872478885,3.0,0.22530436746185656,9,0.9262254782305478,41.41967964793956,6.9177380542757,0.9262254782305478,0.574156083759419,4.64277439960186,0,0,312.3276012405631,40.23389293358141,5.685233153956806,3.9628885447272926,0,1,1,2.451443327709221
BCom,2,2,Tier2,0,8.455592765597082,-2,0,0,0.8369142087270117,1,4.374293035710532,1,0.7750544343711975,2,1,1,0.7509534371140012,45,0,2,0,0.6777037015007545,0.2491729930874824,3,70,144,2,0.5173806442362581,3,0,7.845863690877243,1.5643307224743719,0.3130267521952744,0.5361019385167334,0.6717101092302012,0.46134072373505225,7.4921100435327945,0.38285850670596616,19,0.819904632041716,59.52558118776433,8.273695240447452,0.819904632041716,0.11534756833264459,4.823318807323638,0,0,39.643047692376356,55.81990572508684,14.713207394696596,1.9623909714125567,1,1,1,4.151061120919947
MBA-Marketing,3,3,Tier2,0,6.899102341724629,0,0,0,0.37696495005277125,0,0.0,0,0.2248697435759595,4,1,0,0.0,51,1,1,1,0.969833212853238,0.8470180040815184,5,24,53,1,0.3132523865203598,2,2,19.245415346884805,0.6715790969119311,0.2861164737806911,0.4884065454419776,0.5738991055556246,0.26054927127102073,5.55925060862441,0.504790441405809,5,1.1226079673028606,58.95857405045217,7.40653322174397,1.1226079673028606,0.23609689126743197,11.543104567012847,0,0,384.51539517816275,33.56204172477411,3.3820587462574805,9.79455543977875,0,0,1,5.768192706683981
MBA-Marketing,2,2,Tier2,0,7.5554167772391505,-1,0,0,0.5214880768912884,0,0.0,0,0.4149157703626577,3,1,0,0.0,55,0,4,5,0.469097747449743,0.5333302085788183,2,50,100,2,0.591997054471571,2,5,12.245534387887123,0.5099437367969142,0.24708170779502037,0.430977721526708,0.549312361005508,0.7848537691521245,6.948164493145255,0.6896811005342076,39,0.8696524084449928,51.88061775383392,7.644478506817974,0.8696524084449928,0.05155988505309459,8.698929905513586,1,1,82.4325236217449,56.453639185922995,9.12257594621097,14.0,0,0,0,
MCA,3,3,Metro,1,6.962619156697349,-2,0,0,0.6400727551353413,0,0.0,1,0.12137565390247276,1,1,5,7.696513680805905,186,0,3,0,0.5262012803443987,0.6650493098718718,6,20,59,4,0.3427564532059814,2,2,19.841343200448414,3.543492414555483,0.16603926302834818,0.35632528693799637,0.5548373338476809,0.45038489490236094,4.63818034911859,0.43119597443909885,9,1.1246394824724846,74.3757298573797,7.461949632351675,1.1246394824724846,0.28535740379577496,6.183985591778946,0,0,291.78710022277113,24.081209196021103,4.236955083574763,19.995827986836783,0,0,0,
BTech-Mech,3,3,Tier2,0,6.139263275108899,0,0,0,0.7353988647355119,0,0.0,0,0.3526433141747634,5,4,2,4.868395573841691,41,2,4,0,0.4607477995905457,0.6552140399578413,2,16,43,2,0.1447568098854677,2,1,5.262982727981044,1.1324180644524833,0.1253778504050382,0.3647663188255579,0.5427517907690581,0.7724094139573079,4.7939179142049735,0.8404608278501648,10,0.8770664919213883,40.4749790265648,7.520019784351518,0.8770664919213883,0.3208675434875514,6.973330279978067,0,1,199.61978584399594,36.03903104311087,5.995209683771904,11.62744425425107,0,0,1,3.077323833929135
MTech-CS,2,2,Metro,1,8.668566030578548,-2,0,0,0.8447133202924908,0,0.0,1,0.1276493003333325,4,3,4,22.285288571440724,197,0,1,1,0.8534400952760022,0.9406428229353734,1,46,138,8,0.629904245646728,0,0,16.32557265228978,0.05492218043564502,0.22089156985543393,0.4694319885599329,0.6664807567745502,0.4753366819648858,5.240731522521472,0.5247063690687577,19,1.17271592595251,123.90529142909611,7.397023745532159,1.17271592595251,0.32923425122233335,10.561550629456768,0,1,37.943405434482365,57.33460542510483,10.0271356225463,2.924340592470504,1,1,1,13.458324234075352
MBA-Marketing,1,1,Metro,1,8.321321625617948,2,0,1,0.506717789441068,1,3.414172122071061,0,0.8346548824886703,8,4,2,0.011602200519813293,63,1,1,1,0.6129082185876613,0.9018507607291426,1,60,196,13,0.2629257535367193,1,1,5.747657177989915,1.2917244690846994,0.45264802852723834,0.6497534532785607,0.7958666197872883,0.500107810142238,10.076789694298945,0.7147288870904372,52,1.0694954429157977,123.13857676456708,7.21267078684992,1.0694954429157977,0.2948532937636261,8.840900819516834,0,1,27.125060542647116,73.76544704932734,22.799221327870484,1.285718865754469,1,1,1,12.83214746598653
BTech-CS,2,2,Tier2,0,7.359480833666282,2,0,0,0.6835969299188156,1,2.549173477491374,1,0.8930879766585432,2,1,4,39.3932419474453,181,0,4,1,0.9512251111295651,0.5706883671712621,2,19,51,0,0.6143844572759254,0,1,2.2697882938397376,2.052299721883765,0.2967688671263782,0.5372457810528728,0.6688024182666142,0.6836069681510427,7.410815548885523,0.38177930312584923,21,1.2494304605178073,37.8735796917189,9.171776776442877,1.2494304605178073,0.6909314776968115,7.38172884916389,1,0,44.78949781074981,54.66987731425782,12.935716250371822,4.894041105045111,0,1,1,6.353329004845124
BTech-CS,1,1,Metro,1,8.618276044134138,1,0,0,0.6012392754101009,1,4.631070538465277,1,0.7379040107086844,6,3,7,27.565028144126664,349,2,5,0,0.4139012972098984,0.8265089247152607,2,47,160,4,0.43493263096019663,1,5,0.33856985240411425,0.16728380827959982,0.5706437943777031,0.7000351782505095,0.8459076353148787,0.803922874904485,16.568106727365393,0.607273788779979,52,1.2388090726366559,82.65703624195957,7.236813553364984,1.2388090726366559,0.3873954944229364,8.518952645243036,1,0,14.01227918024374,78.64533031464335,19.633122956159674,0.9227962030994938,1,1,1,15.867979002234126
MTech-CS,2,2,Tier2,0,8.046624479922436,2,0,0,0.5540741288253886,2,7.5794616467970215,0,0.717786525623191,5,4,3,10.131125402328717,186,0,1,0,0.6928376083000025,0.9011814479124003,3,46,144,6,0.22045187057232785,0,3,19.77473115889185,4.437338004775694,0.46433800054827745,0.635627996765205,0.7500455590748283,0.6994982905122736,3.904740395032536,0.4384404491512836,26,1.2965668829328703,49.32851543144162,7.00026347257637,1.2965668829328703,0.3976251089265888,9.3955373559809,0,0,44.22447785311692,57.05687708811313,12.513620453596616,3.615415371491078,0,1,1,10.05656367517401
BTech-CS,3,3,Tier3,0,5.478956313703455,2,1,0,0.6771996904642549,0,0.0,0,0.24085797400644995,3,1,8,45.07224757306905,172,0,4,1,0.6693316294481062,0.6176135503522229,2,18,57,4,0.0812193265190545,1,2,4.748104071474529,0.32423445080571334,0.10916376856575263,0.25069316254986235,0.3983278793842466,0.5764863799456501,6.269599189008047,0.5122183961241581,10,1.2775400546254396,11.458145124839136,10.069245971882552,1.2775400546254396,0.19601417228688983,8.87617379624918,0,0,200.5994174630426,20.040164348073173,4.886934263333465,12.704501644914119,0,0,0,
BTech-Mech,2,2,Tier3,0,7.2507268019427125,2,0,1,0.4167736360950179,0,0.0,0,0.3807497031533693,1,1,3,0.6304952859585362,49,2,1,1,0.47347771994189636,0.3236948160205316,0,27,60,3,0.04862263025176399,0,2,36.255938513326115,3.314047257419861,0.382996937533271,0.5204674508997116,0.6819641846601417,0.18828195457092484,8.779871836020206,0.3370824358890432,28,0.8488159823330773,12.5636352464104,6.968259434348296,0.8488159823330773,0.5174820300948421,7.183884928942739,0,1,98.96482818259406,59.82275880370364,9.800500937198866,10.02734393920658,0,0,1,5.390700670202798
BTech-Mech,2,2,Tier2,0,9.211663229665586,-2,3,0,0.6679185455397193,1,2.073910513861967,0,0.32072428169585665,2,1,4,85.97287104321533,53,0,1,1,0.48593044353727194,0.6330579053420743,1,68,178,11,0.3587503213594362,1,4,26.216136658349313,3.291410358722729,0.34062832013145644,0.44252714967826645,0.5471477873371461,0.6174466965290185,7.712160771806621,0.4020810321176125,22,0.9231616487427683,41.69345377419722,7.614275870190775,0.9231616487427683,0.38541790487885974,4.962152614182758,0,1,99.97904790171626,57.226029624948694,9.122532293183129,2.9791055505505915,1,1,1,6.733695121406138
BTech-CS,2,2,Tier2,0,8.689782091823393,2,0,0,0.8942553431945375,1,4.440669908370114,0,0.2153483997481074,5,3,5,89.19553073294378,168,0,5,0,0.460979031897884,0.4817671825228704,2,44,92,5,0.15298703325274132,3,2,11.578519800568902,1.1986410172375686,0.3108437218425085,0.5310986891998344,0.7054826963705405,0.2912407092144157,6.744542546903463,0.8173594013098455,19,1.382831668138974,34.40987771719436,6.925725768884152,1.382831668138974,0.398228467177664,8.4773783749593,0,0,75.7920400620432,52.48131961889599,9.890642565448674,0.40951910578004563,1,1,1,7.2799998852534
BTech-Mech,2,2,Tier3,0,7.1042377615499275,-1,0,0,0.6401156082662578,0,0.0,0,0.16618131878456788,2,1,1,12.992593311133948,42,0,3,1,0.793087375938343,0.48780335633540534,2,26,69,3,0.26857505619851524,3,0,4.24680313609977,12.32629174630679,0.1821640967851071,0.3780644614733939,0.5195951230827744,0.4039049410308552,6.316701503152343,0.8660785346753571,26,0.9179177239283552,10.678005216663678,7.785207239583392,0.9179177239283552,0.29191933042866214,7.163819025308703,1,0,76.65869534726221,55.41022422840396,13.255262128909628,4.65367469746256,0,1,1,7.100755170229453
BSc-Nursing,2,2,Tier2,0,7.855199336998046,-2,0,0,0.8951997627910404,1,4.259079214025952,0,0.7280527493974809,5,3,1,5.112596962398429,48,0,2,2,0.8775987124842601,0.13234134775588344,2,53,173,6,0.44566398731820644,1,2,2.096029766882639,0.32980463580957486,0.3043521041009543,0.4946087084910363,0.5881262790724247,0.7701743478122719,5.393702354653923,0.7992831767620698,21,1.1179868877898933,28.969374987131413,7.856004752619658,1.1179868877898933,0.38006363901820384,5.1369873670424075,0,0,89.82237456484079,50.04075328787877,12.481483750868385,2.1504055475511517,1,1,1,3.3355365871444906
BTech-CS,2,2,Tier2,0,6.906052336478519,2,0,0,0.8123456757806038,0,0.0,0,0.0994630943796658,1,1,2,29.156490419039553,158,0,1,0,0.8189637617757355,0.6095877412206794,1,16,39,2,0.17547111288390252,1,0,8.766995789253194,3.0283068301250324,0.35724214795963205,0.5784373538103548,0.662530551887988,0.6517132507455484,4.886601614986425,0.39247018510011467,19,1.2370894473694476,27.34855756824219,7.729032265157108,1.2370894473694476,0.3471594398593864,12.278686331289613,0,0,41.27208378863276,48.55523136589956,8.94873013256475,2.5539176314974528,1,1,1,9.06429878491934
MCA,3,3,Tier2,0,6.91829788604006,1,0,0,0.5673331821764193,0,0.0,1,0.1992074586738795,0,0,7,160.50702792425736,185,0,4,0,0.487009736690825,0.9610759020905533,4,22,69,2,0.11996912212091133,4,3,60.78970635988522,2.52748711093004,0.2132406979323082,0.3145368079710701,0.5019292890129561,0.10788826152728673,7.39496141185854,0.42226642997748937,9,1.0144455336572276,40.45569630566541,7.946670327936107,1.0144455336572276,0.15269600660799332,8.522583725190646,0,0,330.09573579468343,24.831264552102574,4.812945648939079,5.401102139592003,0,1,1,4.820141065031552
MTech-CS,1,1,Metro,1,7.58751587947339,0,0,1,0.624242725002059,3,11.942322628549476,1,0.9128727447491287,3,1,8,215.46113098624102,351,1,4,0,0.7570015836032427,0.6631049056511507,2,65,213,8,0.2898953238021117,1,4,1.0196157366171754,3.406844276994259,0.4294910536165484,0.5926971671510841,0.7632195209427948,0.7775941247885307,16.926362103377144,0.6530573014488256,62,1.3265425638052393,75.96114400284253,5.915991794499336,1.3265425638052393,0.07465230061119253,13.075587921381768,0,0,8.870177241007099,62.29361098824445,23.0933290036396,1.9062334670527954,1,1,1,17.380472262979982
BTech-Civil,2,2,Tier3,0,6.772246289521371,-2,0,0,0.5112211823038113,0,0.0,0,0.6872862892033431,1,1,1,2.920920188896776,48,0,3,0,0.7549734871635979,0.8123979502601174,3,17,38,2,0.37241151052713234,4,2,12.275259993810097,3.23024196835832,0.23725848266525604,0.42307764665841796,0.5158249517371171,0.4501247212610118,6.487873759103819,0.5455975912832277,26,0.8224951858490737,18.76775639723308,7.869698349234086,0.8224951858490737,0.23402596663776498,5.342890034879785,0,1,68.69949837573165,54.124283389429486,13.146612577513384,6.563875760761608,0,0,1,3.9130033440563152
BTech-CS,2,2,Tier2,0,6.667330850214011,-1,1,0,0.7542768148471393,3,10.932611667718488,0,0.5308730185722201,0,0,4,13.631109122689862,196,0,3,1,0.6849016434754256,0.5775663710759164,0,19,46,1,0.5641407340923179,4,3,16.11636750395503,9.718502367654988,0.3466810540082224,0.5536942026643622,0.6652142136418394,0.49395506681762186,7.123368709239521,0.38667119056797106,28,1.4375466700619985,29.466560850401404,5.400953954107484,1.4375466700619985,0.5657928971651234,10.632967504806825,0,0,74.71456430628825,59.25517930724629,8.159487634286142,14.0,0,0,0,
MBA-HR,1,1,Metro,1,9.514089176583827,1,0,0,0.9200689345750035,0,0.0,1,0.3552059215184612,5,3,3,11.054899219046984,48,0,2,0,0.6507606715769777,0.5853706154456741,2,44,95,3,0.29611673257053234,2,6,17.40240881766757,7.997717737071865,0.4015849499828147,0.502082871023549,0.639829081192002,0.44691567548584105,11.195980405228175,0.7818275615628985,63,0.9814320296832588,62.21804707020857,5.5573230910475395,0.9814320296832588,0.33863300629781806,5.623519650730939,0,0,15.879301130298359,81.78948837047386,26.27831386835496,1.716760925998286,1,1,1,11.503920605840394
BTech-CS,2,2,Metro,1,6.76759615192723,1,0,0,0.6701380813535013,1,4.195246980692444,0,0.7434231103570105,1,0,5,1.6287502000455478,169,2,2,0,0.6687083585826813,0.5103366001335261,4,15,42,2,0.6996404116483973,2,2,8.529231978697421,1.6263111338568446,0.1485702762624213,0.328155618356641,0.48685197744185604,0.7276295998260668,6.428374927332818,0.48775325411713655,27,1.386317834046181,81.57712164851642,7.479309506912758,1.386317834046181,0.18367360627110935,8.527886430180939,0,0,65.62500509112135,52.91067872621898,12.418060815122127,1.4019267931859336,1,1,1,8.03607080030841
BTech-Civil,2,2,Tier2,0,8.227593757897164,1,0,0,0.638288660863913,0,0.0,0,0.6230354308994435,9,3,2,21.953176626561355,49,0,4,2,0.9691428250923223,0.533003781424941,5,60,168,9,0.2341989339934621,4,2,7.36454678791025,10.368316951939242,0.4288972503685877,0.577179762754165,0.6964980242402798,0.6745388299127687,6.776221638633466,0.5059293735347802,23,0.8416849497039354,38.26425298781281,7.266582421895139,0.8416849497039354,0.226734385256448,6.143177539750621,0,0,32.832773399796295,59.77246981552223,11.157004839891854,2.554579344263828,1,1,1,5.194428927984699
BCom,2,2,Tier2,0,6.811503522047019,-1,0,0,0.927996827267839,0,0.0,0,0.7305411383394622,2,1,0,0.0,38,2,3,2,0.6618247434874538,0.6052121598946968,2,17,53,4,0.05744404992733162,3,3,13.552239288007588,3.2796562042153035,0.35535740278881855,0.5170297149874021,0.6169753188400255,0.9052488699701271,4.911770484463631,0.5534300183778155,23,0.8305745441045389,72.01424348218242,8.940918776053424,0.8305745441045389,0.35945776512006083,3.68425834158724,0,0,89.31453230110517,51.2169978344998,11.272172740048303,6.842115604675827,0,0,1,4.28004874956744
BCom,3,3,Tier3,0,6.108474214310973,1,2,1,0.6656315583066693,0,0.0,0,0.53637386861987,1,1,3,4.17121860436234,47,0,5,0,0.6772027430658113,0.563567902234298,0,22,55,3,0.19016844052334766,0,1,16.861889446258466,6.025308869892216,0.07864284278629141,0.28272603561185483,0.4769635879822073,0.3009467854464586,3.0,0.5853137998826471,9,0.8198830861892408,15.213681417868578,7.3234089384572,0.8198830861892408,0.1502258144258299,5.152777540086783,0,0,313.3933263377941,26.361522075577206,3.1909709396531283,13.787095177538768,0,0,0,
MCA,2,2,Tier3,0,7.550464877656566,-2,0,0,0.9457215886386433,2,5.470540810432188,0,0.9393433985591443,5,3,3,26.70260766192825,194,0,4,0,0.45429689939871776,0.8781100685429741,3,53,136,8,0.846640895659477,2,3,0.11313345970596007,0.022822201013252236,0.47879514491108643,0.6465302183674154,0.7791230061982657,0.25874903849903075,10.07962032387853,0.15747958622324518,23,1.1324684292103466,2.7414380964236997,8.899825246502228,1.1324684292103466,0.39990334409570777,7.754055360089316,0,0,76.71078410684075,54.323170717601755,13.41784473551829,1.7209726584133196,1,1,1,7.613886271917008
